title,author,price
 超简单的机器学习——人气讲师为你讲解AI在工作中的应用,[日]韮原祐介 著，李远超 译,¥75.80
 人工智能大爆炸：AI时代的人类命运,作者：（美）路易斯?德尔?蒙特 译者：李睿华,¥27.80
 行业元宇宙,王紫上 孙健 颜桃 贾博越,¥34.50
 PHP入门很轻松（微课超值版）,云尚科技,¥34.90
 移动机器人 SLAM 、目标跟踪及路径规划,陈孟元,¥24.50
 Project 2016中文版项目管理 从新手到高手,张晋延、曹明颜,¥29.90
 文档处理与排版标准教程（Word+InDesign）,宋翔,¥44.50
 DevOps精要：业务视角,[俄]奥列格·斯克伦尼科 著 林伟丹 姚冬 译,¥44.00
 像计算机科学家一样思考Java（第二版）,"[美]艾伦,[美]克里斯·梅菲尔德",¥57.60
 极简Julia语言,（加）坦梅·巴克西（Tanmay Bakshi） 著，李媚 译,¥29.50
 大数据分析与计算,汤羽、林迪、范爱华、吴薇薇,¥44.50
 神奇的中文版Photoshop 2021入门书,张松波,¥44.00
 Python趣味编程 双色视频练习题试卷 写给青少年的编程书 python编程从入门到实践 小学生青少年少儿游戏趣味编程,大津真,¥88.00
 30分钟玩转少儿编程——Scratch3.0从入门到精通2：游戏制作人,皮皮老师,¥30.60
 从零开始学电脑：上网、办公、理财、维护一本通（Windows 10+Office 2016),德胜书坊,¥33.50
 路由交换技术详解与实践 第4卷,新华三大学,¥36.30
 图解数据结构－-使用JavaScript（视频教学版）,吴灿铭,¥39.50
 SQL Server 从入门到项目实践（超值版）,聚慕课教育研发中心,¥39.90
 完美演绎——PPT高手速成,李宝运 马浩志,¥34.90
 土木工程计算机辅助设计（AutoCAD中文版）·第2版,曾珂,¥19.70
 PLC编程入门及工程实例,张应龙 主编,¥24.50
 基于Python的交互式数据可视化编程,"[德]阿布哈·贝洛卡,[印]沙拉特·钱德拉·冈图库,[印]舒邦吉·霍拉,[印]安舒·库马",¥31.00
 TypeScript入门与区块链项目实战,[美] 雅科夫·法因(Yakov Fain)、[俄] 安东·莫伊谢耶夫（Anton Moiseev）著 王红滨 王勇 何鸣 译,¥64.00
 用户体验与系统创新设计,王晨升,¥26.70
 游戏敏捷:教练引导艺术,甘争光,¥34.90
 机器学习原理与实践（Python版）,左飞，补彬,¥44.50
 异构多处理器片上系统任务调度算法研究与应用,杨志邦，周旭，曾一夫 著,¥39.00
 云计算安全——机器学习与大数据挖掘应用实践,王智民,¥44.50
 从零开始学物联网、云计算和大数据,黄建波,¥32.50
 薛定宇教授大讲堂（卷Ⅱ）：MATLAB微积分运算（第2版）,薛定宇,¥44.50
 大数据背景下会计信息化系统创新与发展,韦姿百,¥34.50
 信息安全原理与实践(第2版),Mark Stamp 著 张戈 译,¥64.00
 Java EE框架整合开发入门到实战——Spring+Spring MVC+MyBatis（微课版）,陈恒、楼偶俊、张立杰,¥34.90
 路由交换技术详解与实践 第2卷,新华三大学,¥39.50
 3ds Max动画特效从新手到高手,来阳,¥44.50
 剪你所想——零基础制作剪映爆款短视频（50课）,构图君,¥39.90
 Qt 5编程入门,霍亚飞，程梁 编著,¥27.00
 微信小程序云开发——Spring Boot+Node.js项目实战,吴胜,¥29.90
 “中国制造2025”出版工程--物联网与智能电网关键技术,曾宪武，包淑萍 著,¥64.00
 领券减100元 全套3册从零开始学做视频剪辑剪映手机摄影从入门到精通零基础玩转短视频手机拍照技巧教程摄影后期视频剪辑掌握,安继芳、侯爽,¥137.00
 异构计算及其应用,李涛 著,¥45.00
 Windows Server 2016 Active Directory配置指南,戴有炜,¥44.50
 繁琐工作快上手:短视频学Excel制表与数据分析,文杰书院,¥39.50
 Premiere Pro 2020视频编辑标准教程（全彩版）,宋晓明 朱琦,¥49.00
 传感器技术(第3版),贾伯年,¥15.30
 混沌及其信息安全应用,孙克辉、王会海、贺少波,¥44.50
 5G、人工智能与工业互联,朱彦鹏 孙伟 武志超 吕东 范国权,¥40.00
 建筑电气CAD/普通高等院校建筑电气与智能化专业规划教材,郑坚 编著,¥13.10
 After Effects影视特效与后期合成案例解析,董明秀,¥44.90
 30分钟玩转少儿编程：Scratch3.0从入门到精通1-2（套装共2册）,皮皮老师著 漫友文化 出品,¥61.20
 STM32单片机应用与实践——项目驱动教学,曾菊容,¥36.00
 Word/Excel/PPT 2016从入门到精通:职场高效办公三合一,刘德胜,¥16.20
 Python密码学编程,[美] 塞思·詹姆斯·尼尔森(Seth James Nielson)，克里斯托弗·K.蒙森(Christopher K. Monson)著 梁原 译,¥39.90
 秒懂短视频剪辑,秋叶 刘涵 李欣眉,¥24.90
 Java游戏开发实践——Greenfoot编程快速入门,何青,¥29.50
 人工智能教育（第六册）人工智能与大数据,谢 浩 纪朝宪,¥24.50
 轻松掌握FANUC宏程序--编程技巧与实例精解(从零开始轻松掌握FANUC数控宏程序，实例为主，语言通俗，简单易学),杜军,¥23.00
 电脑软硬件维修从新手到高手：图解视频版,博智书苑,¥27.80
 Navisworks 2018 从入门到精通,益埃毕教育 组编,¥30.60
 基于数字信号处理的光纤通信技术（第二卷）:多载波信号传输和神经网络等新算法,余建军、迟楠,¥69.50
 Docker容器与虚拟化技术（云计算工程师系列）,肖睿 著,¥18.70
 SOLIDWORKS 2020中文版完全实战一本通,云智造技术联盟 编著,¥44.50
 计算机视觉——基于Python、Keras和TensorFlow的深度学习方法,[爱]维哈夫·弗登（Vaibhav Verdhan）著 陈朗 汪雄飞 汪荣贵 译,¥34.50
 Photoshop电商抠图+修图+调色+美化+合成五大核心技术应用,郭庆改,¥44.00
 APP UI系统组件设计,王红蕾、王建红、时延辉,¥39.90
 Python数据分析：从零基础入门到案例实战 配备程序源代码 知识点讲解视频 项目讲解视频 Python编程书籍,余本国著,¥42.70
 Python编程 从入门到实践 第3版,[美]埃里克·马瑟斯（Eric Matthes）,¥54.90
 算法趣学,英昌盛、董延华、李闯、滕泰,¥24.50
 微型Lisp解释器的构造与实现,刘鑫,¥33.50
 Word+Excel+PPT+PS+云办公+思维导图+故障处理自学视频教程7合1（全彩印刷+知识导图+经典案例+同步视频,一点课堂 编著,¥42.70
 MATLAB金融风险管理师FRM（高阶实战）（FRM金融风险管理师零基础编程）,姜伟生，涂升，李蓉,¥99.50
 人工智能与专家系统 （第二版）（21世纪高等院校计算机系列教材）,尹朝庆 主编,¥12.90
 UML2软件建模入门与提高,李勇 杨晓军 编著,¥39.50
 Photoshop CS6平面设计案例教程,"马勇林,",¥19.50
 黑客攻防与网络安全从新手到高手（实战篇）,网络安全技术联盟 主编 魏红副主编,¥34.90
 Processing程序交互与动态视觉设计实战,路倩、李莹、王志新,¥49.50
 12岁开始学JavaScript和Web应用,[日]TENTO 著 徐乐群 译,¥28.30
 工业互联网安全,王智民,¥39.50
 Scratch少儿编程思维训练：培养孩子的逻辑思维和计算思维能力,张硕、张晨曦,¥29.50
 实用现代JavaScript（影印版）,Nicolas，Bevacqua 著,¥44.10
 职场PPT达人速成,Jobor 编著,¥34.90
 Selenium WebDriver3.0 自动化测试框架实战教程,吴晓华、王晨昕,¥49.50
 AutoCAD 2020中文版基础教程,姜春峰，武小红，魏春雪 主编,¥23.90
 奇妙！创客堂 玩转3D打印,王卫东,¥7.50
 SQL Server从入门到精通（微视频精编版）,明日科技,¥49.90
 分布式机器学习——交替方向乘子法在机器学习中的应用,雷大江 著,¥29.50
 物联网TCP/IP技术详解,崔建峰，陈海峰 主编,¥19.50
 TRIZ跨界创新,於军,¥27.80
 前端程序员面试笔试通关宝典,聚慕课教育研发中心,¥34.90
 Processing创意编程 生成设计|数据可视化|声音可视化,任远,¥34.50
 工业机器人与现场总线网络技术,黄风 编著,¥64.00
 从零开始学HTML5+CSS3+JavaScript,明日科技 编著,¥49.50
 人工智能教育（第二册）人工智能伴我游,李作林 温天骁,¥22.50
 Cocos Creator 2.x 游戏开发实战,毛居冬,¥39.00
 Python快速入门精讲,邹琪鲜,¥24.50
 UG NX 12.0中文版从入门到精通,CAD/CAM / CAE 技术联盟编著,¥49.90
 智慧工业互联网,李伯虎 柴旭东 侯宝存 等,¥39.50
 Excel 2019在工作总结与汇报中的典型应用（视频教学版）,赛贝尔资讯,¥34.90
 人工智能教育（第五册）人工智能与社会,孙洪涛 苏晓静,¥22.50
 人工智能教育（第四册）人工智能服务,王海涛 刘长焕,¥22.50
 Excel函数、公式、图表、数据处理从新手到高手,尚品科技,¥34.90
 Java编程讲义,荣锐锋、张晨光、殷晋、王向南、尹成,¥34.90
 人人都能学：表情包制作实战宝典,画画的思诺,¥34.90
 薛定宇教授大讲堂（卷Ⅲ）：MATLAB线性代数运算,薛定宇,¥34.50
 人工智能入门：童芯派互动程序设计,王克伟、刘晓静、马丽丽,¥29.50
 Python实战技巧精粹：313秘技大全,[日]金城俊哉 著，翟亚蕾 译,¥125.40
 突破平面Premiere Pro 2022视频编辑与制作,铁钟 路邵?B 刘凡,¥44.00
 Flask开发Web搜索引擎入门与实战,张子宪,¥29.90
 3D设计与3D打印 STEM教育培训系列,杨伟群 编著,¥34.50
 每个人的Python:数学、算法和游戏编程训练营,张益珲,¥44.50
 人工智能读本,《人工智能读本》编写组 著,¥29.50
 中文版Premiere Pro CC影视编辑标准教程,尹小港,¥26.10
 Python数据分析与可视化,李晓丽,¥19.50
 AutoCAD室内设计从入门到精通,缪丁丁、陈城 编著,¥49.50
 O'Reilly: 语义软件设计,"[美]埃本·休伊特(Eben Hewitt),马晶慧译",¥44.10
 Flink编程基础（Scala版）,林子雨，陶继平,¥34.90
 普通高等教育“十二五”规划教材 汇编语言程序设计（第二版）,詹仕华 主编 满正行 张旭玲 副主编,¥25.00
 移动通信技术（第二版）,"刘良华,",¥18.90
 C++语言（小学版）,张文双,¥18.10
 TensorFlow与神经网络——图解深度学习的框架搭建、算法机制和场景应用 图解神经网络与深度学习 神经网络编程设计,李昂,¥75.80
 零基础Java从入门到精通,零壹快学,¥42.50
 SolidWorks 2020快速入门与深入实战,邵为龙,¥49.50
 Java物联网、人工智能和区块链编程实战,[英]佩里·肖(Perry Xiao) 著； 王颖 周致成 黄星河 译,¥49.00
 CAXA制造工程师技能训练实例及要点分析,张喜江 编著,¥19.50
 基于人工智能的城市轨道交通短时客流预测,张金雷、杨立兴、高自友,¥44.50
 剑指云端——引领企业IT未来的最佳实践,[美]史蒂芬·奥尔班（Stephen Orban） 著 张侠 译,¥39.50
 深入SQL Server 2016高可用,Paul Bertucci著,¥32.60
 Java开发详解（全彩版）,明日科技(Mingri Soft),¥116.60
 Office 2019办公应用入门与提高,耿文红、王敏、姚亭秀,¥64.90
 华为云DevCloud敏捷开发项目实战,吕云翔 许鸿智 杨洪洋 陈妙然 黎昆昌 编著,¥29.90
 数字绘画技法丛书--Painter绘画技法从入门到精通,唐杰晓，杨奥，徐磊 著,¥29.90
 Unity3D平台AR开发快速上手：基于EasyAR 4.0,吴雁涛 赵杰 叶东海,¥39.50
 语音信号处理（第3版）,韩纪庆、张磊、郑铁然,¥44.50
 图像处理中的数学修炼(第2版),左飞,¥44.50
 深入浅出 Android Jetpack,萧文翰,¥39.50
 中文版3ds Max灯光、材质、贴图、渲染技术完全解密,李娜、李卓,¥38.30
 R统计数据清洗及应用,[荷兰]马克·范德鲁（Mark van der Loo） 埃德温·德荣格(Edwin de Jonge) 著 杨小冬 译,¥39.90
 大计算概论与应用,程伟，高锡超，丁峰，林兵，潘润铿,¥47.00
 CorelDRAW 平面设计完全实训手册,唐琳,¥49.00
 青少年乐高机器人制作趣味课堂（微课版）,方其桂 主编，唐小华、贾波 副主编,¥34.90
 人工智能与国际准则,李仁涵,¥34.00
 iOS编程（第5版）,Christian Keur，Aaron Hillegass,¥51.80
 效率工作术——Excel图表一本通,文渊阁工作室 编著 张天娇 译,¥23.00
 指尖上的学习——移动学习理论与应用,焦建利,¥29.50
 资深HR教你Excel实操从入门到精通 电脑办公软件学习wps office表格制作教程书计算机函数公式大全 文员财务自,冯宝珠,¥39.00
 密码学原理与Java实现,朱文伟 李建英,¥44.50
 After Effects 2020完全实战技术手册,铁钟 沈洁,¥49.50
 人工智能教育（第一册）走近人工智能,冯天晓 郑晓,¥22.50
 轻松学会C++(第3版),[美]布莱恩·奥弗兰（Brian Overland）周靖译,¥64.00
 Bentley MOSES软件入门与应用,高巍,¥51.80
 【赠海量视频教学】新手零基础学电脑8合1应用入门零基础自学全套 word excel教程书籍ppt制作office文员办,许东平,¥16.80
 乐学Windows操作系统,王振世,¥29.50
 数据保护权威指南,[美] 普雷斯顿·吉兹(Preston de Guise)著 栾浩 王向宇 吕丽 译,¥49.00
 软件架构与模式,Joachim Goll 著 贾山 等译,¥22.50
 Web前端开发 使用ASP.NET Core、Angular和Bootstrap,[美]西蒙尼？基西雷塔 (Simone Chiaretta) 杜静 敖富江 李博 译,¥29.90
 中文版Photoshop CC必练102例,高军锋,¥44.00
 应用软件开发协议栈,谭喆 著,¥47.50
 高效R语言编程,[美]Colin Gillespie（科林?吉尔斯比），[美]Robin Lovelace（罗宾?洛夫莱斯）,¥21.60
 HarmonyOS App开发从0到1,张诏添、李凯杰,¥44.50
 Python实战指南——手把手教你掌握300个精彩案例,周家安,¥44.50
 基于数据分析的网络安全（第二版）,Michael Collins,¥57.60
 敏捷开发（纪念版）,[美]罗伯特.C.马丁（Robert C. Martin）米咖.马丁（micah martin）著 简方达 译,¥79.50
 EDA技术实用教程——VHDL版（第六版）,"潘松,",¥25.80
 神经计算原理及其应用技术,曾喆昭 著,¥30.00
 CAXA CAD电子图板从入门到精通,CAD/CAM/CAE技术联盟,¥39.90
 Excel 2016公式与函数辞典,王国胜,¥33.50
 R 4编程入门与数据科学实战（数据科学与大数据技术）,[美]马塔·威利（Matt Wiley），[澳]乔舒亚·威利（Joshua F. Wiley）著 孙云华 郭涛 译,¥49.90
 中文版CATIA V5-6R2017完全实战技术手册,李雷 胡春红 王欣,¥84.50
 秩序的重构——人工智能与人类社会,金东寒主编,¥23.00
 基于Python的强化学习,［美］安德里亚·隆萨（Andrea Lonza）刘继红 王瑞文译,¥39.60
 软件构架实践（第3版 影印版）,"(美)巴斯,等",¥39.50
 Scratch3.0编程基础及指令详解,薛燕红,¥44.50
 计算机网络组建与管理标准教程(实战微课版),梁树军 周开来 编著,¥29.90
" 面向移动设备的深度学习——基于TensorFlow Lite,ML Kit 和Flutter",[印]安努巴哈夫·辛格 等著 张满婷 译,¥54.50
 R数据加工与分析呈现宝典,[美] 乔纳森·卡罗尔 （Jonathan Carroll）著 蒲成 译,¥34.00
 Cisco/H3C交换机高级配置与管理技术手册,王达 编著,¥51.80
 AutoCAD 2021中文版从入门到精通,CAD/CAM/CAE技术联盟,¥49.90
 人机界面综合评价及软件开发,夏春艳 著,¥44.50
 嵌入式Linux开发教程(上册),周立功 主编,¥39.50
 数字逻辑,张鹏举 著,¥28.00
 办公应用从入门到精通新手学电脑Word Excel PPT实用教程一本通 高效从零基础知识学习office wps表格制,许东升,¥24.60
 物流仓储配送系统设计技巧450问,金跃跃、刘昌祺、杨玮 编著,¥44.00
 全新正版 全3册手机摄影从入门到精通零基础玩转短视频手机拍照技巧教程摄影书籍 手机摄影+零基础玩转短视频+从零开始学做视,赵辛睿 李雪刚,¥41.80
 Python GUI开发手册：基础·实战·强化,明日科技 编著,¥125.40
 电脑入门基础教程（Windows 7+Office 2013版）,文杰书院,¥24.50
 从创意到原型：物联网应用快速开发,"董玮,",¥25.80
 LaTeX2e 完全学习手册（第2版）（配光盘）,胡伟,¥29.90
 高质量用户体验（第2版 特别版）：恰到好处的设计与敏捷UX实践,[美] 雷克斯·哈特森（Rex Hartson）帕尔达·派拉（Pardha Pyla）著 周子衿 译,¥128.00
 C语言程序设计实验指导与实训（应用型高等院校改革创新示范教材）,主编 倪燃 副主编 张岳 相伟 黄卫东 主审 吴昌平,¥16.10
 人工智能算法,韩龙、张娜、汝洪芳,¥50.00
 中国特色开源软硬件概要——面向普通高中信息技术学科教学,梁森山、李红印,¥34.00
 元宇宙未来： 通往真实的虚拟现实,李颖悟、方鹏、刘杰 著 华夏智库 出品,¥29.00
 手机慢门摄影与后期从入门到精通：夜景、人像、车轨、烟花、星空、光绘、丝绢流水、延时视频全攻略,龙飞 著,¥49.50
 MATLAB程序设计语言,汤波,¥36.00
 秒懂短视频拍摄,秋叶、植品荣、朱雪银,¥24.90
 数据库程序员面试笔试通关宝典,聚慕课教育研发中心,¥34.90
 Python数据分析,江雪松、邹静,¥39.50
 突破平面Illustrator CS5设计与制作深度剖析（配光盘）（平面设计与制作）,李金蓉 编著,¥33.00
 嵌入式Linux开发教程(下册),周立功 主编,¥24.50
 智能化立体仓库软件系统开发,张仰森、黄改娟,¥29.50
 数字化转型 成熟度评估指南,周剑,¥5.00
 Excel办公应用标准教程——公式、函数、图表与数据分析(实战微课版),聂静,¥29.90
 深度学习实战,[美]阿尼路德·库尔（Anirudh Koul），[美]斯达·甘居（Siddha Ganju），[美]梅尔·卡萨姆（Meher Kasam）著,¥66.60
 Android APP应用程序开发完全学习教程,【美】埃尔维?杰伊?弗朗西斯基 著、高翔 译,¥43.10
 JSP应用与开发技术（第3版）,马建红、李学相、韩颖、王瑞娟、张晗,¥39.00
 jQuery+Vue.js+Spring Boot贯穿式项目实战（微课视频版）,陈冈,¥34.90
 Ruby原理剖析,Patrick Shaughnessy，译者：张汉东，秦凡鹏,¥37.80
 JavaScript & jQuery 交互式Web前端开发,[美]Jon Duckett 著 杜伟 柴晓伟 涂曙光 译,¥49.90
 零基础学Android（全彩版）,明日科技(Mingri Soft),¥88.00
 WORD/EXCEL/PPT高效商务办公从入门到精通,张阳华，袁委,¥23.00
 分布式数据库架构设计与实践,亚信科技（中国）有限公司,¥44.50
 MATLAB在数字图像处理中的应用,陈刚 魏晗 高毫林 曲晶 编著,¥19.50
 H5+跨平台移动应用实战开发,邹琼俊,¥34.50
 繁琐工作快上手：从零精通短视频剪辑,文杰书院,¥39.50
 区块链+农业：原理、模型与应用,胡鸿雁 李军,¥24.50
 区块链应用开发指南:业务场景剖析与实战,熊丽兵、董一凡、周小雪,¥49.50
 科学计算基础编程——Python版 （第五版）,(挪) 汉斯.佩特.兰坦根（Hans Petter Langtangen） 著，张春元 刘万伟 毛晓光 陈立前 周会平 李暾 译,¥64.00
 Python监督学习,[爱尔兰]瓦伊巴夫·韦尔丹（Vaibhav Verdhan） 著 梁平、谭颖 译,¥34.00
 Processing创意编程指南,杜炜,¥44.50
 SQL Server数据库应用（全案例微课版）,张华,¥49.00
 Hadoop+Spark大数据分析实战,迟殿委,¥34.50
 Arduino项目开发——智能家居,李永华,¥44.50
 中国IT运维能力建设指南,宋跃武，白璐，刘玲，金桥 著,¥44.50
 突破平面Illustrator CC 2018设计与制作剖析,李金蓉,¥34.50
 突破平面Photoshop UI界面设计与制作剖析,黄甦,¥49.50
 深入理解Linux网络内幕（影印版）,Christian Benvenuti,¥85.40
 Arduino入门很简单 入门很简单丛书,杨佩璐 任昱衡,¥24.90
 AutoCAD机械制图(孙莹),孙莹，祁晨宇 主编 邓俊梅 副主编,¥24.00
 无人飞行器总体方案设计及系统特性研究,张国庆 贺翔 邢睿 著,¥27.80
 AI源码解读：数字图像处理案例（Python版）（人工智能科学与技术丛书）,李永华,¥59.50
 Python数据分析与挖掘实战,邓立国,¥39.50
 HTML+CSS网站设计与开发从新手到高手,罗刚 原晋鹏,¥39.50
 Linux设备驱动程序 第3版（影印版）,Jonathan Corbet，等,¥68.10
 全平台网店美工全面精通：商品拍摄+视觉设计+店铺装修+视频制作,郭珍,¥34.50
 零基础学PHP（全彩版）,明日科技(Mingri Soft),¥78.20
 下肢助力外骨骼机器人技术,韩亚丽，王兴松，贾山 著,¥32.60
 After Effects 2022从新手到高手,刘红梅,¥44.50
 HTML5+CSS3从入门到精通（微课精编版）（第2版）,前端科技,¥64.00
 “中国制造2025”出版工程--网络科学中的度量分析与应用,陈增强，雷辉，史永堂 著,¥28.00
 智能制造服务技术,江平宇、张富强、郭威,¥37.50
 嵌入式系统软件设计实战--基于IAR Embedded Workbench,唐思超 编著,¥22.50
 Web服务器群集（云计算工程师系列）,肖睿,¥18.70
 物理层无线安全通信,刘若珩，韦德·特拉佩（Wade Trappe） 著,¥49.50
 股票大数据挖掘实战——股票分析篇,洪志令、吴梅红,¥39.50
 Python Web深度学习,[印]安努巴哈夫· 辛格 等著 黄进青 译,¥59.50
 AWS系统管理员学习指南(第2版·SOA-C01),[美] 萨拉·佩洛特（Sara Perrott） 布雷特·麦克劳林（Brett McLaughlin）著 姚力 译,¥49.00
 机器学习中的数学修炼,左飞,¥44.50
 Oracle Database In-Memory架构与实践,萧宇,¥49.50
 ARM Cortex-M体系架构与接口开发实战,林庆峰 韩铮 叶贵强 奚海蛟 编著,¥20.70
 剪映影视栏目与商业广告从入门到精通,龙飞,¥49.50
 Python王者归来,洪锦魁,¥64.00
 新手学电脑（第3版）,智云科技,¥34.90
 DSP原理与应用——基于TMS320F28075,马骏杰 编著,¥32.50
 Android开发详解（全彩版）,明日科技(Mingri Soft),¥116.60
 伽罗瓦理论之源流--群论建立者的故事、风格、作用,盛新庆,¥27.50
 Head First Android开发（第二版）,[美] Dawn Griffiths（道恩?格里菲斯），[美] David Griffiths（戴维?格里菲斯）,¥140.60
 最强教科书系列：Excel商务办公+宏+函数公式+PPT,（日）国本温子 (日）土屋和人,¥341.20
 科技绘图/科研论文图/论文配图设计与创作自学手册：Maya+PSP篇,宋元元 祝宏琳,¥49.50
 人工智能应用——炫酷的AI让你脑洞大开,俞勇 主编,¥28.80
 绿色制造理论方法及应用,刘志峰、黄海鸿、李新宇、宋守许、张雷、柯庆镝,¥39.50
 Python网络编程(Linux),赵宏 包广斌 马栋林,¥17.90
 JSP项目开发实战入门（全彩版）,明日科技(Mingri Soft),¥68.40
 AutoCAD 2020中文版园林景观设计从入门到精通,CAD/CAM/CAE技术联盟,¥44.90
 Xilinx Zynq SoC与嵌入式Linux设计实战指南——兼容ARM Cortex-A9的设计方法（EDA工程,陆启帅，陆彦婷，王地,¥29.50
 EViews统计分析与实验指导（视频教学版）,杨维忠,¥39.50
 图像检测与目标跟踪技术,李静 王军政 著,¥31.60
 Activiti权威指南,冀正，张志祥,¥39.50
 MATLAB矩阵分析和计算,杜树春,¥29.50
 多源数据融合和传感器管理,罗俊海 王章静 编著,¥34.50
 Python机器学习,[新加坡] 李伟梦（Wei-Meng Lee）著 李周芳 译,¥34.00
 ASP.NET Web 程序设计,吴琴霞，栗青生，康晶 编著,¥15.30
 数学之美 第三版,吴军,¥34.50
 企业云计算——原理、架构与实践指南（清华开发者书库）,方国伟 等,¥44.50
 新型学习空间中的教与学研究,赵瑞军 陈向东,¥24.00
 Spring Boot+Spring Cloud+Spring Cloud Alibaba微服务训练营,黄文毅,¥49.50
 ASP.NET Core 3高级编程(第8版),[英] 亚当·弗里曼（Adam Freeman）著 杜静芬 程凤娟译,¥134.00
 Python快乐编程——机器学习从入门到实战,千锋教育高教产品研发部,¥29.90
 图像工程--中册：图像分析（第4版）,章毓晋,¥44.50
 Python机器学习及实践,梁佩莹,¥39.50
 Excel数据透视表从新手到高手,宋翔,¥34.90
 ANSYS 2020有限元分析从入门到精通,CAD/CAM/CAE技术联盟,¥54.00
 机器人权利,(美) 大卫·J.贡克尔 (David J.Gunkel) 著 李奉栖 张云 郑志峰 杨春梅 译,¥38.00
 工业机器视觉——基于灵闪平台的开发及应用,刘东,¥28.00
 WCF 服务编程（第四版）,【美】居瓦·洛瑞，【美】麦克·芒宫美瑞,¥61.40
 基于ANSYS/LS-DYNA 8.1进行显式动力分析,时党勇 著,¥37.50
 智能信号处理：基于仿生智能优化,陈雷,¥49.50
 大前端三剑客——Vue+React+Flutter,徐礼文,¥104.50
 Web前端开发从学到用完美实践——HTML5+CSS3+JavaScript+jQuery+AJAX+AngularJS,阮晓龙 著,¥42.20
 小猴编程 Scratch 3.0趣味少儿编程 入门篇,赵满明 兰海越 常亚静,¥29.50
 分布式机器学习实战,陈敬雷,¥59.50
 十万个高科技为什么（第二辑精装版）少儿科普课外读物量子科学5G技术人工智能AI技术大数据应用高清彩图通俗易懂 广东科技,李凤亮 刘青松,¥44.10
 数据库原理与应用（Oracle 19c版 ）-微课视频版,杨晨、陈恒、李林瑛、姚世选、巩庆志,¥29.90
 信息学初步,陈明宏 宋新波 熊 超,¥24.90
 CAN总线嵌入式开发--从入门到实践（第3版）,牛跃听,¥39.50
 Arduino电路与项目指南（影印版）,（德）斯潘纳 著,¥26.80
 小天才学Python（教学指导）,朱慧、刘鹏、刘思成、张亚辉、杨爽、高莹、王琳,¥21.00
 Head First Servlets and JSP（第二版）,巴萨姆(BryanBasham),¥112.10
 C51单片机智能机器人实战,潘勇,¥32.50
 Excel 2019在市场营销工作中的典型应用（视频教学版）,赛贝尔资讯,¥34.90
 MATLAB基础与应用(第3版）,张平，吴云洁，夏洁，袁少强，董小萌,¥19.90
 C++程序设计案例教程,科学出版社,¥23.50
 UG NX 8.0中文版案例实战从入门到精通,丁源、陈艳、胡丽娜、狄金叶,¥29.50
 PHP 7开发宝典（第4版）,[英] 戴维·帕瓦斯（David Powers）著 张琦 张楚雄 译,¥64.00
 IT用语图鉴—AI时代需要了解的信息技术相关词汇256 轻松看懂流行it术语热词 chatgpt聊天机器人 提升你的信息,[日] 增井敏克,¥88.00
 基于Java的深度学习,[印]拉胡尔·拉吉,¥26.50
 VR、AR与MR项目开发实战,向春宇,¥39.50
 Photoshop CC图像编辑/调色/人像/抠图/修图/特效/合成（微课版）,李军，江玉珍,¥44.50
 GNU gcc 嵌入式系统开发,董文军,¥20.70
 社交网络中的信息扩散机理研究,张凌,¥64.00
 让课堂更精彩！精通PPT课件设计与制作（第2版）-微课版,缪亮、范立京,¥34.90
 MySQL 5.7从零开始学（视频教学版）,王英英 李小威,¥39.50
 全栈Serverless,"[美]纳德·达比特(Nader Dabit),邓世超",¥26.10
 5G干部读本,中国信息通信研究院 编写,¥34.00
 SAP实用数据科学(影印版),Greg，Foss，Paul，Modde 著,¥47.50
 Java入门很轻松（微课超值版）,云尚科技,¥39.90
 人工智能：刑法的时代挑战,刘宪权 主编,¥34.00
 HTML5+CSS3+jQuery Mobile轻松构造App与移动网站（第2版）,陈婉凌,¥29.50
 华为方舟编译器之美——基于开源代码的架构分析与实现,史宁宁,¥34.50
 数字图像处理——原理与实现,黄进、李剑波,¥29.50
 拒绝业余：逆袭吧，PPT菜鸟——PPT这样用才专业,张长胜,¥33.50
 自主CAE涅槃之火,陆仲绩 著,¥12.50
 并行编程实战——基于C# 8和.NET Core 3,[印]沙克蒂·坦沃 著 马琳琳 译,¥49.50
 数码单反摄影教程,雷波,¥34.00
 5G商用：商业变革+模式创新+行业应用,施晨阳 著,¥29.00
 超简单的Python——人气讲师为你讲解程序开发,"【日】铃木孝纪 日本BeProud株式会社 著,未蓝文化 译",¥85.30
 最强教科书系列：Excel函数与公式+宏+完全版+PPT,（日）国本温子 （日）北见昭子,¥322.30
 跟我一起学机器学习,王成、黄晓辉,¥34.50
 Photoshop移动UI设计从入门到精通（第2版）,汇学互联网营销学院,¥44.00
 甲骨文信息处理导论,高峰、刘永革,¥39.50
 2049年中国科技与社会愿景：先进计算与智能社会,中国电子学会,¥47.50
 人脸识别算法、优化与信息安全,王蒙、刘庆庆,¥39.90
 网络综合布线（第二版）,科学出版社,¥13.00
 效率工作术——Excel函数一本通,文渊阁工作室 编著 张天娇 译,¥23.00
 大话设计师（第1季）：瞬间搞定客户/工作/外快,影天酱 著,¥29.50
 用思维导图学Excel,一品云课堂,¥28.70
 超AI入门：深度学习将进化到何种程度,［日］松尾丰，NHK《何为人类.超AI入门》制作小组,¥28.30
