title,author,price
 Spring IoC源码精讲,王涛,¥49.90
 中文版AutoCAD2022机械设计从入门到精通视频教程书籍 实战案例版 cad机械设计教材自学版cam cae机械制图,天工在线,¥88.00
 UG NX 10.0 中文版从入门到精通,丁源,¥34.50
 Office 2021电脑办公基础教程（微课版）,文杰书院,¥37.50
 MATLAB程序设计与工程应用,向军 李万春,¥39.50
 Next.js实战,[美]米歇尔·里瓦 著 李伟 译,¥49.50
 AutoCAD上机指导教程,王玉勤，杨汉生 主编,¥7.00
 计算机组装与维护标准教程(全彩微课版),徐绕山,¥29.90
 Node.js设计模式（第三版）,"[爱尔兰]马里奥·卡西罗,[意大利]卢西安诺·马米诺",¥66.60
 网络存储技术,王盛邦,¥39.50
 3ds Max 2020从新手到高手,来阳,¥49.50
 Python机器学习实战案例（第2版）,赵卫东 董亮,¥29.50
 网络攻防技术与实战——深入理解信息安全防护体系,郭帆,¥39.50
 JavaFX应用开发教程,宋波,¥29.90
 零基础Python从入门到精通 python教程自学全套 编程入门书籍 零基础自学电脑书 计算机程序设计 实践语言课程,零壹快学,¥34.90
 Photoshop 2022从入门到精通（微视频版）,徐珊珊、曹凯、宋扬,¥59.00
 网络安全评估实战,邹来龙,¥29.50
 极简SQL：新手编程之道,关东升,¥29.50
 乐高简单机械创意设计,程罡、程嘉名,¥39.50
 Python代码整洁之道,[美] 戴恩·希尔拉德（Dane Hillard）著 计湘婷 卢苗苗 田成平 译,¥39.90
 oracle pl/sql从入门到精通（微课视频版）mysql基础教程sql必知必会redis设计高性能sql 精益数据,何明,¥88.00
 中文版SketchUp草图绘制技术精粹（第2版）,刘阳,¥49.50
 Python自然语言处理——算法、技术及项目案例实战（微课视频版）,（日）中本一郎、马冀、张积林、郭彦、庄伟卿、冯丽娟、江明、黄益,¥29.90
 C语言经典编程282例,明日科技 编著 著,¥34.90
 JQuery动态网页设计与制作,周小燕、张燕、梁青青,¥39.00
 数据库原理及应用实验——基于GaussDB的实现方法,李雁翎,¥33.00
 Python数据清洗,[美]迈克尔·沃克尔 著 刘亮 译,¥59.50
 产品经理方法论 通用的产品设计,赵丹阳,¥49.90
 电脑安全与攻防入门很轻松（实战超值版）,网络安全技术联盟,¥39.90
 Excel函数与公式应用大全 案例视频教程（全彩版）excel应用大全 数据处理 数据分析 表格制作 财务管理 人力资源,未来教育,¥78.20
 Scratch编程进阶：图形化（上、下册）,明日之星教研中心 编著,¥54.00
 零基础玩转Midjourney——打造AI绘画助手,小甲鱼 袁春良,¥97.80
 通晓信息技术:技能、概念与能力(第6版),[美]劳伦斯·斯奈德（Lawrence Snyder）著 周靖 译,¥89.00
 Python科学计算(第2版),张若愚,¥59.00
 细说Python编程：从入门到科学计算,凌峰、韩晓泉,¥74.50
 数字影视剪辑艺术与技术,刘韬、郑海昊,¥39.50
 三菱FX系列PLC编程速成全图解,韩相争 编著,¥28.00
 MATLAB自动驾驶函数及应用,崔胜民 编,¥39.00
 巧学易用单片机——从零基础入门到项目实战,王良升,¥59.50
 Flutter组件详解与实战,[加]王浩然（Bradley Wang）,¥54.50
 中文版Premiere Pro2022完全自学教程（实战案例视频版）,瀚阅教育 编著,¥64.00
 中学生可以这样学Python（微课版）,董付国、应根球,¥29.50
 自动驾驶——人工智能理论与实践,胡波主编 林青 陈强副主编,¥29.50
 树莓派4与人工智能实战项目,李伟斌,¥39.50
 数据库原理及应用——基于GaussDB的实现方法,李雁翎,¥34.50
 C++码农日记（全程视频讲解）,白振勇,¥64.50
 Fortran程序设计（第四版）,[美]Stephen J. Chapman（史蒂芬?查普曼）,¥66.60
 Python数据结构和算法实战（第2版）Python编程从入门到实战 chatgpt聊天机器人 数据结构与算法分析 算法,巴桑特·阿加瓦尔 本杰明·巴卡,¥88.00
 Photoshop电商设计师必知必会(微视频版),王立荣、田梦、姜海叶,¥54.00
 人工智能启蒙：计算思维开发练习册（共4册）,吕游 编著,¥40.00
 APP UI设计手册（第2版）,刘丽,¥34.90
 中文版3ds Max三维效果图设计实战案例解析,周彬,¥39.90
 Adobe Photoshop 2022经典教程（彩色版）,康拉德 · 查韦斯（Conrad Chavez） / 安德鲁 · 福克纳（And,¥117.50
 能源互联网中综合能源服务的关键技术,袁飞、李莹莹 编著,¥29.50
 微信小程序开发从入门到项目实践,陈长生,¥49.50
 手机摄影、短视频和后期从小白到高手,陈宏波,¥44.50
 MATLAB优化算法（第2版）,张岩,¥59.00
 鸿蒙应用开发从零基础到实战——始于安卓，成于鸿蒙（视频·案例·应用版） HarmonyOS应用开发从入门到精通 安卓华为,刘兵,¥88.00
 .NET内存管理宝典,[波兰] 康拉德·科克萨（Konrad Kokosa）著 叶伟民 涂曙光译,¥69.50
 PyQt从入门到精通,明日科技,¥44.90
 Python概率统计,李爽,¥59.50
 机器视觉及深度学习——经典算法与系统搭建,陈兵旗、谭彧 主编,¥59.00
 After Effects 2022影视特效标准教程（微课版）(全彩版),贺启金、张雪、霍志龙,¥49.00
 Python编程进阶：海龟绘图 （上、下）,明日之星教研中心 编著,¥54.00
 短视频拍摄与剪辑快速入门,白蕊,¥34.90
 中文版Excel 2019宝典(第10版),[美]Michael Alexander、Dick Kusleika、John Walkenbach著 赵利通 梁原 译,¥69.00
 Cocos Creator 2.x 游戏入门,毛居冬,¥39.00
 LoRa物联网通信技术,甘泉,¥39.50
 Flutter开发零基础入门(微课版）,倪红军,¥34.90
 C++嵌入式开发实例精解,[美]艾格尔·威亚契克 著 刘?J 译,¥59.50
 ARM Cortex-M0与Cortex-M0+权威指南（第2版）,Jsoseph Yiu，吴常玉 张淑 吴卫东,¥64.00
 青少年Arduino智能设计趣味课堂（微课版）,方其桂 主编，刘锋、夏兰 副主编,¥39.90
 Unity ShaderLab 新手宝典,唐福幸,¥44.50
 乐高EV3机器人初级教程（第二版）,高山,¥39.90
 Visual Studio 2017高级编程(第7版),（美）布鲁斯 .约翰逊 著,¥64.00
 Linux C编程完全解密,闫敬、吴淑坤,¥34.50
 玩转Office轻松过二级(第3版),张宁,¥31.70
 Revit建模进阶标准教程（实战微课版）,章斌全,¥39.90
 PyTorch编程技术与深度学习,袁梅宇,¥44.50
 轻松学Python,[印] 阿尔蒂·耶鲁玛莱（Aarthi Elumalai）著 周子衿 陈子鸥 译,¥63.00
 鸿蒙操作系统应用开发实践,陈美汝、郑森文、武延军、吴敬征,¥49.50
 VI与标志设计必修课（Illustrator版）,荆爽、林钰森,¥39.90
 Python Web开发从入门到精通,明日科技,¥49.90
 深度学习：基于Matlab的设计实例（深度学习与MATLAB的完美结合!设计实例的详实展示）,Phil Kim,¥29.50
 WPF 应用开发项目教程,陈郑军，刘振东 主编,¥13.40
 走近图灵（纪念典藏版）,[新西兰]杰克·科普兰 [英]乔纳森·鲍文 [英]马克·斯普雷瓦克 [英]罗宾·威尔逊,¥99.00
 调色师手册新版套装：调色技法+色彩风格宝典（套装2册）,[美]Alexis Van Hurkman（阿列克谢·凡·赫克曼） [美] 阿列克谢·凡·赫克曼（Alexis Van Hurkman）,¥322.00
 Photoshop 2022图像处理入门到精通,王发智、姜永增、沙丽娟,¥59.00
 SQL注入攻击与防御(第2版),Justin Clarke 著 施宏斌 叶愫 译,¥64.00
 Scratch编程入门：无人车（上、下册）,明日之星教研中心 编著,¥54.00
 SketchUp曲面建模思路与技巧,孙哲、潘鹏,¥99.00
 写给设计师的技术书：从智能终端到感知交互,薛志荣,¥49.50
 窄带物联网——NB-IoT原理、架构及应用,高泽华、郑智民、蒋维,¥24.50
 UG NX 12中文版完全学习手册（微课精编版）,张云杰、郝利剑,¥29.50
 5G技术核心与增强：从R15到R16,OPPO研究院 组编，沈嘉 杜忠达 张治 杨宁 唐海 等 编著,¥99.00
 鸿蒙入门：HarmonyOS应用开发,张方兴,¥29.90
 雷达目标检测与恒虚警处理（第3版）,何友、关键、黄勇、简涛,¥64.00
 量子人工智能,金贤敏、胡俊杰,¥39.50
 AutoCAD 2022中文版机械设计从入门到精通,CAD/CAM/CAE技术联盟,¥49.90
 数据可视化入门与实战,张超、董慧、张平亮 著,¥24.50
 青少年Python创意编程趣味课堂（微课版）,方其桂 主编，梁祥、王芳 副主编,¥34.90
 3ds max+VRay动画制作完全实训手册,秦秋滢、赵海伟、夏春梅,¥49.00
 Windows Server 2019系统与网站配置指南,戴有炜,¥59.50
 Mugeda零代码可视化H5设计实战,王非,¥44.00
 MATLAB应用全解,付文利,¥64.50
 MATLAB与数学建模,谢中华,¥39.50
 HTML5+CSS3+JavaScript从入门到精通（微视频精编版）,明日科技,¥49.90
 西门子PLC从入门到精通,刘振全，韩相争，王汉芝 编著,¥54.00
 Python科学计算入门日系图书 numpy sympy scipy pandas matplotlib应用方法 数据处,[ 日 ] 角明,¥88.00
 工程效能十日谈,[美] 凯特琳·萨多夫斯基（Caitlin Sadowski）主编 [美] 托马斯·齐默尔曼（Thomas Zimmermann）副主编 百,¥49.50
 Arduino开发入门与创意应用,陈明荧,¥39.50
 计算机入门+编程入门书（套装共2册）,靳顺隆，［日］才望子株式会社,¥56.50
 Python数据科学项目实战,[美] 伦纳德·阿佩尔辛(Leonard Apeltsin)著 殷海英 史跃东 译,¥69.50
 智能无人系统产业发展研究报告（2022版）,张涛,¥69.00
 Botnet检测原理、方法与实践,邹福泰、易平、章思宇、胡煜宗,¥29.50
 爱上编程：给孩子的计算机入门书,靳顺隆,¥32.60
 雷达辐射源信号在线分选,隋金坪、刘 振、黎 湘,¥34.50
 Access 2010数据库应用（第3版）,杨章静、业巧林、黄璞、倪震、刘海松,¥34.00
 剪映+Vlog+Premiere短视频制作从新手到高手,方国平,¥39.50
 SAS统计分析实用宝典（配光盘）,姚鑫锋,¥24.90
 跟我学西门子（SINUMERIK）数控系统手工编程,徐衡,¥29.00
 你好啊，人工智能：你的第一本前沿科技启蒙书,[日]Infovisual研究所 著，理想国 出品,¥29.50
 展示陈列设计必修课（3ds Max版）,陈晓龙,¥39.90
 小学生人工智能——优雅语言Python,郭躬德、冯彦、李立慈,¥34.50
 区块链原理、架构与应用（第2版）,魏翼飞,¥39.50
 微信小程序开发边做边学—微课视频版,诸葛斌、张淑、陈伟昌、斯文学、吴晓春、蒋献、朱咸军,¥24.90
 Vue.js核心技术解析与uni-app跨平台实战开发,袁龙,¥41.00
 Python数据分析与可视化案例实战（项目实战·源码解读·微课视频版）,清华大学出版社,¥39.50
 Web安全与攻防实战从新手到高手（微课超值版）,网络安全技术联盟,¥39.90
 Go语言并发之道,[美]凯瑟琳（Katherine Cox-Buday）,¥26.10
 西门子PLC编程全实例精解,赵春生 主编,¥44.50
 实战深度学习——原理、框架及应用,邓劲生 庄春华,¥22.50
 水声通信原理与技术,戚肖克,¥19.50
 Excel函数与公式从入门到精通（微课视频版）excel高效办公数据分析 excel应用大全 零基础办公速成 excel,精英资讯,¥78.20
 AutoCAD暖通空调设计与天正暖通THvac工程实践：2021中文版,张传记 任振华,¥49.50
 Python高效编程——基于Rust语言,[美]麦克斯韦尔·弗立顿 著 付岩 译,¥59.50
 深度探索Vue.js——原理剖析与实战应用,张云鹏,¥94.50
 微前端实战,【美】迈克尔·格尔斯(Michael Geers)著，颜宇 周轶 张兆阳 译,¥49.00
 遥感脑理论及应用,焦李成、侯彪、刘芳、杨淑媛、王爽、朱浩、马文萍、张向荣,¥64.50
 AutoCAD2022室内设计从入门到精通,缪丁丁,¥49.50
 社交媒体大数据智能情感分析技术,谭旭、庄穆妮、梁俊威、吴俊江,¥31.00
 Greenplum构建实时数据仓库实践,王雪迎,¥44.50
 程序员的数学第2版+程序员的数学2 概率统计+程序员的数学3 线性代数（套装共3册，当当）,[日]结城浩，平冈和幸，堀玄,¥108.50
 Adobe InDesign官方认证标准教材,林海 赵丽颖 刘?h明 张?X元 李园园,¥44.90
 图像处理、分析与机器视觉（基于LabVIEW）,杨高科,¥84.50
 中文版After Effects 2021从入门到实战（全程视频版全两册) AE教程教材 ae书 影视后期 ae视频特效,唯美世界 曹茂鹏,¥125.40
 Java经典实例（第四版）,[美]伊恩·F.达尔文（Ian？F.？Darwin）,¥89.10
 天正建筑T20 V7.0建筑设计从入门到精通,CAD/CAM/CAE技术联盟,¥44.90
 Spark实战(第2版),[法]吉恩·乔治·佩林(Jean-Georges Perrin)著 林赐 译,¥49.90
 人机交互之道：研究方法与实例,（美）朱迪思·S.奥尔森、（美）温蒂·A.凯洛格、付志勇、王大阔,¥49.50
 快速转行做产品经理,李三科,¥19.10
 3ds Max 2022+VRay 5.1中文全彩铂金版案例教程,汪丹 易璐 王娟 主编,¥34.90
 CMMI项目管理实践,刘文红主编,¥17.50
 Python编程锦囊（全彩版）开发技巧、实战经验、拓展应用,明日科技(Mingri Soft),¥78.20
 Flutter小白开发——跨平台客户端应用开发学习路线,王皓,¥49.40
 零基础学数码绘画：奇思妙想的儿童插画世界,杜莹,¥34.00
 机械制图与AutoCAD绘图,冯振忠 主编,¥22.50
 Azure、DevOps和微服务软件架构实战（第2版）,[葡] 加布里埃尔·巴普蒂斯特 [意]弗朗西斯科·阿布鲁泽塞著 叶伟民 张陶栋 王伟 肖宁 译,¥64.00
 Python青少年趣味编程,千锋教育 编著,¥41.20
 大数据可视化技术与应用-微课视频版,黄源、蒋文豪、徐受蓉、贾雯静、王宇晓、王力,¥24.90
 文本情感分析,林政、靳小龙,¥39.50
 SolidWorks 2020 完全实训手册,郝利剑,¥44.50
 自在之境——Grasshopper参数化深度建模,程罡,¥49.00
 Kubernetes编程,"迈克尔?豪森布拉斯,斯特凡?西曼斯基,李凡希,任震宇",¥39.60
 构建机器学习应用,[美]伊曼纽尔·阿米森（Emmanuel Ameisen）,¥39.60
 Python机器学习与可视化分析实战,王晓华,¥34.50
 中文版AutoCAD 2024 从入门到精通 实战案例视频版 CADCAMCAE微视频讲解大系autocad教材自学版机,天工在线,¥85.30
 实用MATLAB深度学习：基于项目的方法,"(美)迈克尔·帕拉斯泽克(Michael Paluszek),(美)斯蒂芬妮·托马斯(Stephanie Thomas) 著，罗俊海 译",¥34.50
 Flink原理深入与编程实战——Scala+Java（微课视频版）,辛立伟,¥79.50
 Spark入门与大数据分析实战,迟殿委 李超,¥39.50
 数字媒体艺术创新力丛书--动态图形设计,丁男 编著,¥34.00
 Photoshop 图像处理+网店美工+特效制作完全实训手册,唐琳,¥49.00
 Python编程基础与科学计算,李增刚、戴光昊、廖晖,¥54.00
 Python编程从入门到实战-轻松过二级,江红、余青松,¥29.90
 深度学习模式与实践,[美] 安德鲁·费利奇（Andrew Ferlitsch）著 李轩涯 卢苗苗 刘安安 译,¥64.00
 机器学习与资产定价,吴辉航、魏行空、张晓燕,¥39.50
 虚拟化KVM进阶实践,陈涛,¥44.50
 MATLAB 2020中文版完全实战一本通,云智造技术联盟 编著,¥44.50
 Linux C从入门到精通（第2版）,明日科技,¥44.90
 Maya动画设计实用教程（实战微课版）,何子金,¥34.90
 写给小白看的平面设计,高晖、谢兰英、高娅、黄安悦、陈海珠、许洵,¥29.90
 DK轻松学编程 Scratch、Python与网页制作教程,英国DK公司、秦莺飞、杨祺,¥84.00
 序与数：数概念的形成与演变,冯琦,¥49.00
 Jewel CAD珠宝设计教程,"朱欢,等",¥29.00
 用Python编程和实践！算法入门 算法图解 chatgpt聊天机器人 人工智能算法 python编程入门与算法进阶 算,[ 日 ] 增井 敏克,¥88.00
 Vert.x实战,[法] 于连·蓬热（Julien Ponge） 著 黄灰红 译,¥49.00
 新一代智能化数控系统,陈吉红、杨建中、周会成,¥64.00
 精益产品开发：原则、方法与实施,何勉,¥34.90
 MySQL 8查询性能优化,[澳] 杰斯帕·威斯堡·克罗(Jesper Wisborg Krogh) 著 史跃东 杨欣 殷海英 译,¥79.00
 剪映：零基础学视频剪辑（Windows版）,楚飞 编著,¥44.00
 CorelDRAW 2022案例实战全视频教程,王红卫,¥59.00
 WPS Office高级应用与设计标准教程（计算机等级考试二级·实战微课版）,韩丽、张旭,¥34.90
 小创客学物联网,徐静、杜涛,¥17.50
 IT项目经理进阶之道,任海波,¥24.50
 Arduino图形化编程轻松学,冯磊,¥49.50
 VR-Blender物理仿真与游戏特效开发设计,张金钊 张金镝 张童嫣,¥24.50
 机器学习和深度学习：原理、算法、实战,[印] 文卡塔·雷迪·科纳萨尼（Venkata Reddy Konasani）、沙伦德拉·卡德雷（Shailendra Kadre）著 秦婧 韩,¥64.00
 STM32F7原理与应用——HAL库版(上)（正点原子教你学嵌入式系统丛书）,张洋,¥43.00
 中文版Photoshop平面广告设计实战案例解析,郭书,¥39.90
 Windows程序设计 第6版 微软技术丛书,（美）佩措尔德 著，张大成，汤铭，段洪秀 译,¥64.00
 和秋叶一起学Word（第3版）,秋叶,¥44.50
 知识图谱:方法、工具与案例,[奥地利]迪特·芬塞尔(Dieter Fensel) 等著 郭涛 译,¥29.90
 Adobe Audition 2022音频编辑基础教程（微课版）,文杰书院,¥34.50
 密码学与网络安全（第3版）,Atul Kahate 著 金名 等译,¥39.50
 零基础学三菱PLC编程：入门·提高·应用·实例,韩雪涛主编吴瑛，韩广兴副主编,¥39.50
 中文版CorelDRAW图形创意设计实战案例解析,田欢，王鑫,¥39.90
 中文版Illustrator矢量图形设计实战案例解析,刘天庆,¥39.90
 概率深度学习 使用Python、Keras和TensorFlow Probability,[德] 奥利弗·杜尔(Oliver Dürr)、,¥49.00
 Web前端开发实战：HTML5+CSS3+JavaScript+Vue+Bootstrap(微视频版),王莉莉、杨海陆、尹芳,¥49.00
 Python少儿趣味编程：海龟绘图,李强,¥34.90
 工业物联网技术及应用,尹周平 陶波,¥47.50
 Scratch 3.0少儿编程趣味课,李强 林子为 郝敬轩,¥29.50
 Electron项目开发实战,[美]丹尼斯·维卡 著 张弢 译,¥59.50
 Apache Airflow 数据编排实战,[荷] 巴斯·哈伦斯拉克（Bas Harenslak），朱利安·德·瑞特（Julian de Ruiter）著 殷海英 译,¥64.00
 动态网络可靠传输技术,王敏、袁凌云,¥24.50
 Python趣味案例编程(全彩版),明日科技(Mingri Soft),¥96.00
 数字图像的计算几何、拓扑和物理及其应用,（加）詹姆斯·彼得斯（James F. Peters）、章毓晋,¥44.50
 人工智能算法与实战（Python+PyTorch）-微课视频版,于祥雨、李旭静、邵新平,¥29.90
 Linux C与C++ 一线开发实践,朱文伟 李建英,¥64.50
 基于FPGA与RISC-V的嵌入式系统设计,顾长怡,¥59.00
 零信任安全架构设计与实现,[美] 杰森·加比斯（Jason Garbis），杰瑞·W·查普曼（Jerry W. Chapman）著 吕丽 徐坦 栾浩 译,¥39.90
 中老年人轻松玩转智能手机：微信篇,黄华,¥24.90
 手把手教你学DSP--基于TMS320F28335(第2版）,张卿杰 等编著,¥39.50
 Autodesk Fusion 360 官方标准教程,宋培培,¥74.50
 会声会影2020从入门到精通,龙飞,¥39.50
 Excel & AI数据计算处理与分析之深度学习——人工智能与电子表格的超完美结合,【日】涌井良幸【日】涌井贞美 著,¥33.50
 树莓派Linux操作系统移植,方元、沈克勤,¥29.50
 HTML5+CSS3+JavaScript前端开发从零开始学（视频教学版）,王英英,¥34.50
 SPSS统计分析与行业应用案例详解（第四版）,杨维忠、张甜、王国平,¥39.50
 网页美工设计基础教程,曹茂鹏 编著,¥44.90
 Premiere Pro 2022从入门到精通,刘蔚 丁思侬,¥69.50
 商业广告设计,张力宇,¥34.90
 电子游戏商业史,王亚晖,¥44.40
 从零开始学OpenCV,明日科技 编著,¥44.50
 Adobe Photoshop官方认证标准教材,夏磊、林洁、吴桥、林海,¥49.90
 快速上手Python：基础·进阶·实战,明日科技 编著,¥54.00
 Cortex-M3嵌入式系统开发——STM32单片机体系结构、编程与项目实战（微课视频版）,姜付鹏、刘通、王英合,¥39.50
 苹果办公三剑客Pages+Numbers+Keynote,彭思媛,¥49.90
 Kalman滤波基础及MATLAB仿真,王可东,¥26.70
 深度强化学习,刘全、黄志刚,¥29.90
 AutoCAD 2022中文版电气设计从入门到精通,CAD/CAM/CAE技术联盟,¥49.90
 Scala和Spark大数据分析 函数式编程、数据流和机器学习,[德] 雷扎尔·卡里姆（Md. Rezaul Karim） [美] 斯里达尔·阿拉（Sridhar Alla） 著 史跃东 译,¥79.00
 大数据预处理—基于Python的应用,任韬，刘帅,¥19.50
 Pandas数据分析,[美]斯蒂芬妮·莫林 著 李强 译,¥84.50
 Photoshop 2022视觉效果处理快速入门,李庆德、李明策、马凯 著,¥49.50
 全光传送网架构与技术,胡卫生，谭晶鑫,¥44.50
 大数据基础编程、实验和案例教程（第2版）,林子雨,¥34.50
 Python基础与数据分析,孙炯宁、游学军 等 编著,¥34.50
 人工智能超入门丛书（套装3册）,龚超、张鹏宇、喻涛 著,¥104.70
 Oracle数据库系统管理与运维-微课视频版,张立杰 主编 陈恒 陶永鹏 副主编,¥34.90
 游戏设计——筑梦之路·万物肇始,网易互动娱乐事业群,¥64.00
 Linux私教课：技术内核与企业运维篇,李彦亮 李鹏超 王子龙,¥54.50
 全光自动驾驶网络架构与实现,张杰，罗贤龙,¥39.50
 3ds max+VRay室内外效果图制作完全实训手册,赵玉,¥49.00
 O-RAN：开放式无线接入网络技术,欧阳晔,¥34.50
 Python项目案例开发从入门到实战——爬虫、游戏和机器学习,郑秋生、夏敏捷、尚展垒,¥59.00
 Windows Server 2016网络管理与架站,戴有炜,¥59.00
 树莓派智能小车嵌入式系统开发实战,刘扬、马兴录、赵振 等,¥19.50
 基于BIM的Tekla钢结构设计案例教程,卫涛,¥39.90
 C4D&Octane渲染器材质与灯光设计从新手到高手,陈林鼎,¥49.50
 图解数据结构--使用C#,吴灿铭、胡昭民,¥39.50
 Excel效率手册 早做完，不加班(升级版),陈锡卢,¥21.00
 做游戏，玩编程——零基础开发微软 Arcade 掌机游戏,柴火创客教育 冯磊,¥44.50
 Excel高效数据处理分析—效率是这样炼成的！wps office教程教材书籍 数据透视表 人力资源excel 商务办公,韩小良,¥58.60
 VSTO开发入门教程,刘永富,¥22.50
 从石器时代到智能时代——青少年人工智能启蒙,丁红 著,¥28.30
 网络安全工具攻防实战从新手到高手（微课超值版）,网络安全技术联盟,¥39.90
 精通Vue.js：Web前端开发技术详解（微课视频版）,孙卫琴，杜聚宾,¥59.50
 轻量级密码学,吴文玲、眭晗、张斌,¥39.90
 C语言趣味编程100例（配光盘）,贾蓓 等,¥24.90
 Scratch 3.0少儿游戏趣味编程,李强 李若瑜,¥39.90
 Excel与Power BI数据分析从新手到高手,宋翔,¥39.90
 Kettle构建Hadoop ETL系统实践,王雪迎,¥39.50
 Dreamweaver+ASP动态网页设计从新手到高手,徐洪峰,¥29.50
 深度学习预训练语言模型（案例篇）,康明,¥34.90
 Linux设备驱动开发,[美]约翰·马德奥 著 李强 译,¥74.50
 Office VBA开发经典——中级进阶卷,刘永富 刘行,¥49.50
 openGauss数据库源码解析,李国良、张树杰,¥72.50
 R数据科学实战(第2版),[美]尼娜·祖梅尔（Nina Zumel），约翰·蒙特（John Mount）著 张骏温 许向东 张博远 译,¥69.50
 网络安全设计权威指南,[美] 萨米·塞达里(O. Sami Saydjari)著 王向宇 栾浩 姚凯 译,¥64.00
 Revit 2020中文版建筑设计从入门到精通,CAD/CAM/CAE技术联盟,¥49.90
 数字空间驱动智能建造,耿凌鹏等,¥44.50
 从零开始学JavaScript,明日科技 编著,¥49.50
 运维困境与DevOps破解之道,[美] 杰弗瑞·史密斯（Jeffery D. Smith）著 姚冬 王立杰 吴非 陈文峰 余晓蒨 崔龙波 译,¥49.00
 R&Python数据科学与机器学习实践 r语言数据分析 chatgpt聊天机器人 python数据分析 统计分析 机器学,【日】有贺友纪 大桥俊介,¥88.00
 MATLAB函数及应用,张德丰,¥64.50
 机器学习与人工智能实战：基于业务场景的工程应用,[美] 杰夫·普罗西斯（Jeff Prosise）著,¥69.00
 虚拟化KVM极速入门,陈涛,¥44.50
 51单片机C语言编程从入门到精通,蔡杏山 主编,¥39.90
 机器学习与深度学习（基于Python实现）智博人工智能技术图书 python机器学习实战 python深度学习,[日]小高知宏,¥78.20
 Python机器学习及实践——从零开始通往Kaggle竞赛之路（2022年度版）,范淼、徐晟桐,¥49.50
 Audition 2022全面精通：录音剪辑+消音变调+配音制作+唱歌后期+案例实战,周玉姣,¥29.90
 后数字时代（洞悉新时代竞争原则和宏观逻辑，后数字时代人手一本的智能未来生活指南）,（德）霍尔格·福兰德 译者：彭也纯,¥31.00
 Word/Excel/PPT 2019高效办公从入门到精通（视频教学版）,赛贝尔资讯,¥34.90
 MATLAB统计分析与应用：40个案例分析(第2版)(经典畅销品牌！MATLAB和统计入门学习的不二之选。免费源代码，论,谢中华 著,¥33.00
 Python爬虫实战进阶,李科均,¥44.50
 MATLAB/Simulink系统建模与仿真,向军,¥44.50
 Python编程入门与实践,姜增如 编著,¥39.00
 MySQL 数据库应用案例课堂（第2版）,刘春茂,¥42.50
 众核处理器—原理、设计与优化,李兆麟、王明羽、魏少军,¥49.50
 Bootstrap 5.X从入门到项目实战,李爱玲,¥37.50
 Mathematica程序设计导论,张勇、陈爱国、陈伟、胡永生、唐颖军、吴文华、 熊堂堂,¥37.90
 软件方法（上）：业务建模和需求（第2版）,潘加宇 著,¥34.00
 Spring Boot整合开发案例实战,颜井赞,¥44.50
 AIGC的未来：探索前景与市场机会,陈雪涛，张子烨 著,¥33.10
 51单片机原理及应用---基于Keil C 与Proteus (第4版),陈海宴,¥31.00
 零基础入门Python游戏,车洪,¥39.50
 智能革命,[英]伯纳德·马尔 著 王亚江 王彻 译,¥29.90
 Python文本数据分析与挖掘,【日】山内长承 著，张倩南 刘博 译,¥38.30
 Java官方编程手册（第12版·Java 17）,[美] 赫伯特·希尔特(Herbert Schildt) 著 石磊 卫琳 译,¥164.00
 让课堂更精彩！精通微课设计与制作（第2版）,缪亮、陈荣团,¥29.90
 SQL Server 2019从入门到精通（视频教学超值版）,王英英,¥54.50
 Wireshark数据包分析实战详解,王晓卉，李亚伟,¥39.50
 洞察用户体验：方法与实践 （第2版）,（美）古德曼 等著，刘吉昆 等译,¥44.50
 区块链技术开发与实现,李剑锋、张悦涵,¥34.90
 PPT多媒体课件制作从新手到高手,宋翔,¥44.50
 Excel VBA+SQL数据管理与应用模板开发 函数与公式数据分析处理wps office教程教材书籍 数据透视表 人,韩小良,¥68.40
 VMware vSphere 虚拟化与企业运维从基础到实战,主编 阮晓龙 副主编 路景鑫 冯顺磊 刘明哲 董凯伦 张浩林,¥32.60
 面向建模的数学,朱浩楠,¥54.00
 人工智能：现代方法（第4版）（精装版）,[美]斯图尔特·罗素（Stuart Russell）,¥268.50
 零基础学Web 3.0,陈飞宇,¥34.50
 Python项目开发实战,陈强,¥39.50
 基于Python的智能文本分析,Benjamin Bengfort，Rebecca Bilbro，Tony Ojeda,¥39.60
 IT传：信息技术250年,[日]中野明,¥42.20
 专业SCRUM：敏捷要领与项目实践,[美]史蒂芬妮·欧克曼（Stephanie Ockerman） [英]西蒙·雷德尔（Simon Reindl）著 徐东伟 李虎 译,¥49.50
 现代控制系统分析与设计——基于MATLAB的仿真与实现,何德峰、俞立,¥24.50
 Scikit-Learn机器学习核心技术与实践,谭贞军,¥39.50
 Mastercam 2020完全实战技术手册,徐宗刚 史丰荣 徐海峰,¥54.50
 UG NX 1926快速入门与深入实战,邵为龙,¥49.50
 Cassandra权威指南（第三版）,"[美]杰夫·卡彭特,[美]埃本·休伊特",¥57.60
 黑客攻防从入门到精通,博蓄诚品 编著,¥49.50
 深入理解Java高并发编程,黄俊,¥74.00
 solidworks教程书籍 solidworks2020从入门到精通solidworks机械制图自学零基础软件教程书,周涛 主编 刘浩，吴伟 副主编,¥49.50
 西门子PLC、触摸屏及变频器综合应用从入门到精通,向晓汉 主编,¥49.00
 Excel函数与公式速查大全,博蓄诚品 编著,¥64.00
